Frequency,M,Station,On,Off,Language,Site,TX Country,Days,Target,Power,Azimuth,Origin,Source
9330000,AM,Allan H. Weiner,0400,0500,Arabic,"Monticello, ME",United States,1234567,,500,70,United States,HFCC
9330000,AM,Allan H. Weiner,0500,0900,English,"Monticello, ME",United States,1234567,,250,270,United States,HFCC
9330000,AM,Allan H. Weiner,0900,1000,Portuguese,"Monticello, ME",United States,1234567,,500,76,United States,HFCC
9330000,AM,Allan H. Weiner,1000,1100,Spanish,"Monticello, ME",United States,1234567,,500,76,United States,HFCC
9330000,AM,Allan H. Weiner,1100,1300,Spanish,"Monticello, ME",United States,1234567,,500,180,United States,HFCC
9330000,AM,Allan H. Weiner,1300,1400,Spanish,"Monticello, ME",United States,1234567,,250,220,United States,HFCC
9330000,AM,Allan H. Weiner,1400,1600,English,"Monticello, ME",United States,1234567,,250,300,United States,HFCC
9330000,AM,Allan H. Weiner,1600,1800,English,"Monticello, ME",United States,1234567,,500,57,United States,HFCC
9330000,AM,Allan H. Weiner,1800,1900,German,"Monticello, ME",United States,1234567,,500,54,United States,HFCC
9330000,AM,Allan H. Weiner,1900,2300,Arabic,"Monticello, ME",United States,1234567,,500,81,United States,HFCC
9330000,AM,Allan H. Weiner,2300,2400,Portuguese,"Monticello, ME",United States,1234567,,500,175,United States,HFCC
9345000,AM,United States Agency for Global Media (USAGM),1600,1700,Tibetan,Kuwait,Kuwait,1234567,,250,78,Kuwait,HFCC
9350000,AM,United States Agency for Global Media (USAGM),0000,0100,Mandarin Chinese,Tinang 1,Philippines,1234567,,250,332,Philippines,HFCC
9350000,AM,"WNQM, Inc.",1900,2400,English,"Nashville, TN",United States,1234567,,100,85,United States,HFCC
9350000,AM,"WNQM, Inc.",1900,2400,English,"Nashville, TN",United States,1234567,,100,85,United States,HFCC
9350000,AM,"WNQM, Inc.",1900,2400,English,"Nashville, TN",United States,1234567,,100,85,United States,HFCC
9360000,AM,United States Agency for Global Media (USAGM),0000,1400,Persian,Kuwait,Kuwait,1234567,,250,50,Kuwait,HFCC
9360000,AM,United States Agency for Global Media (USAGM),1400,2400,Persian,Kuwait,Kuwait,1234567,,250,58,Kuwait,HFCC
9370000,AM,United States Agency for Global Media (USAGM),0000,0030,Tibetan,Kuwait,Kuwait,17,,250,78,Kuwait,HFCC
9370000,AM,United States Agency for Global Media (USAGM),0100,0130,Tibetan,Kuwait,Kuwait,23456,,250,78,Kuwait,HFCC
9370000,AM,United States Agency for Global Media (USAGM),0300,1230,Persian,Kuwait,Kuwait,1234567,,250,58,Kuwait,HFCC
9370000,AM,United States Agency for Global Media (USAGM),1500,1530,Dari,Kuwait,Kuwait,1234567,,250,70,Kuwait,HFCC
9370000,AM,United States Agency for Global Media (USAGM),1530,1600,Central Pashto,Kuwait,Kuwait,1234567,,250,70,Kuwait,HFCC
9370000,AM,United States Agency for Global Media (USAGM),1600,1630,Dari,Kuwait,Kuwait,1234567,,250,70,Kuwait,HFCC
9370000,AM,United States Agency for Global Media (USAGM),1630,1700,Central Pashto,Kuwait,Kuwait,1234567,,250,70,Kuwait,HFCC
9370000,AM,United States Agency for Global Media (USAGM),1630,2000,Persian,Kuwait,Kuwait,1234567,,250,58,Kuwait,HFCC
9370000,AM,United States Agency for Global Media (USAGM),1700,1730,Dari,Kuwait,Kuwait,1234567,,250,70,Kuwait,HFCC
9370000,AM,United States Agency for Global Media (USAGM),1730,1800,Central Pashto,Kuwait,Kuwait,1234567,,250,70,Kuwait,HFCC
9380000,AM,Trans World Radio,1745,1800,Turkana,Manzini,Swaziland,7,,100,5,Swaziland,HFCC
9390000,AM,BBC Worldservice,1430,1500,Korean,Duchanbe,Tajikistan,23456,,250,72,Tajikistan,HFCC
9390000,AM,BBC Worldservice,1530,1600,Korean,Duchanbe,Tajikistan,23456,,250,72,Tajikistan,HFCC
9390000,AM,BBC Worldservice,1630,1700,Korean,Duchanbe,Tajikistan,23456,,250,72,Tajikistan,HFCC
9390000,AM,BBC Worldservice,1730,1800,Korean,Duchanbe,Tajikistan,23456,,250,72,Tajikistan,HFCC
9395000,AM,Radio Miami International,0000,2400,English / Spanish / Mandarin Chinese,"Okeechobee, FL",United States,1234567,,100,355,United States,HFCC
9400000,AM,For new organization,0000,2359,English,Sofia,Bulgaria,1234567,,250,126,Bulgaria,HFCC
9400000,AM,Far East Broadcasting Company,1000,1400,Multiple languages,Iba,Philippines,1234567,,100,330,Philippines,HFCC
9405000,AM,Radio Russia,1500,1800,Russian,Irkutsk,Russia,1234567,,250,180,Russia,HFCC
9405000,AM,Far East Broadcasting Company,2230,0030,Mandarin Chinese,Bocaue,Philippines,1234567,,100,345,Philippines,HFCC
9410000,AM,Abu Dhabi Media Company,0100,0130,Hindi,Dhabayya,United Arab Emirates,1234567,,250,70,United Arab Emirates,HFCC
9410000,AM,BBC Worldservice,0200,0230,Pushto,A'Seela,Oman,1234567,,250,35,Oman,HFCC
9410000,AM,Abu Dhabi Media Company,0200,0230,Urdu,Dhabayya,United Arab Emirates,1234567,,250,60,United Arab Emirates,HFCC
9410000,AM,BBC Worldservice,0230,0300,Dari,A'Seela,Oman,1234567,,250,35,Oman,HFCC
9410000,AM,Abu Dhabi Media Company,0300,0500,Arabic,Dhabayya,United Arab Emirates,1234567,,250,255,United Arab Emirates,HFCC
9410000,AM,BBC Worldservice,0500,0600,English,Ascension,United Kingdom,1234567,,125,27,United Kingdom,HFCC
9410000,AM,BBC Worldservice,0600,0700,English,Woofferton,United Kingdom,1234567,,250,180,United Kingdom,HFCC
9410000,AM,United States Agency for Global Media (USAGM),1100,1500,Spanish,"Greenville, NC (Site B)",United States,1234567,,250,205,United States,HFCC
9410000,AM,Radio Russia,1600,1800,Russian,Novosibirsk,Russia,1234567,,250,145,Russia,HFCC
9410000,AM,China Radio International,1700,1800,Croatian,Kashi,China,1234567,,500,294,China,HFCC
9410000,AM,Abu Dhabi Media Company,1800,1900,English,Dhabayya,United Arab Emirates,1234567,,250,220,United Arab Emirates,HFCC
9410000,AM,Egypt Radio & TV Union,1900,2000,German,Abis,Egypt,1234567,,125,325,Egypt,HFCC
9410000,AM,Encompass Digital Media Services,2000,2030,Arabic,Ascension,United Kingdom,1,,250,27,United Kingdom,HFCC
9410000,AM,China Radio International,2200,2300,Portuguese,Kashi,China,1234567,,500,294,China,HFCC
9420000,AM,China National Radio,0900,1605,Chinese,Beijing,China,1234567,,100,163,China,HFCC
9420000,AM,China National Radio,1100,1805,Uighur,Lingshi,China,1234567,,100,298,China,HFCC
9420000,AM,Radio Russia,1600,2100,Russian,Sanct-Peterburg,Russia,1234567,,200,217,Russia,HFCC
9420000,AM,China National Radio,2155,0100,Chinese,Beijing,China,1234567,,100,163,China,HFCC
9420000,AM,Radio Russia,2200,0600,Russian,Moskva,Russia,1234567,,500,267,Russia,HFCC
9430000,AM,"HFCC, Intl. Radio for Disaster Relief project",0000,2400,Undetermined,S. Maria di Galeria,Vatican,1234567,,100,0,Vatican,HFCC
9440000,AM,Nippon Hoso Kyokai,0100,0300,Japanese,Nauen,Germany,1234567,,125,117,Germany,HFCC
9440000,AM,BBC Worldservice,0600,0629,French,Ascension,United Kingdom,1234567,,125,65,United Kingdom,HFCC
9440000,AM,BBC Worldservice,0629,0700,Hausa,Ascension,United Kingdom,1234567,,125,65,United Kingdom,HFCC
9440000,AM,China Radio International,1100,1200,Min Nan Chinese,Kunming,China,1234567,,150,163,China,HFCC
9440000,AM,China Radio International,1200,1300,Central Khmer,Kunming,China,1234567,,150,163,China,HFCC
9440000,AM,China Radio International,1300,1400,Esperanto,Nanning,China,1234567,,100,200,China,HFCC
9440000,AM,Nippon Hoso Kyokai,1600,1620,Urdu,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
9440000,AM,China Radio International,1900,2000,English,Kunming,China,1234567,,500,283,China,HFCC
9440000,AM,China Radio International,2000,2100,English,Kunming,China,1234567,,500,300,China,HFCC
9445000,AM,China Radio International,0000,0100,Russian,Huhhot,China,1234567,,100,345,China,HFCC
9445000,AM,Japan International Communications,1700,1805,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
9445000,AM,China Radio International,2300,2400,Russian,Huhhot,China,1234567,,100,345,China,HFCC
9450000,AM,Radio Russia,0000,0200,Russian,Armavir,Russia,1234567,,500,110,Russia,HFCC
9450000,AM,China Radio International,0200,0300,Urdu,Kashi,China,1234567,,100,209,China,HFCC
9450000,AM,China Radio International,0300,0400,Standard Chinese,Kashi,China,1234567,,100,209,China,HFCC
9450000,AM,Radio Russia,1000,1400,Russian,Khabarovsk,Russia,1234567,,100,218,Russia,HFCC
9450000,AM,China Radio International,1300,1400,Hindi,Kashi,China,1234567,,100,174,China,HFCC
9450000,AM,Radio Russia,1400,2200,Russian,Moskva,Russia,1234567,,250,275,Russia,HFCC
9455000,AM,Broadcasting Serv. of the Kingdom of Saudi Arabia,0600,0900,Arabic,Riyadh,Saudi Arabia,1234567,,500,295,Saudi Arabia,HFCC
9455000,AM,Encompass Digital Media Services,1300,1330,Korean,Taipei,China,1234567,,300,2,China,HFCC
9455000,AM,Encompass Digital Media Services,1330,1357,Japanese,Taipei,China,1234567,,300,2,China,HFCC
9455000,AM,China Radio International,1500,1600,Standard Chinese,Kunming,China,1234567,,150,191,China,HFCC
9455000,AM,Japan International Communications,1700,2300,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
9455000,AM,Radio Miami International,2300,0500,English / Portuguese,"Okeechobee, FL",United States,1234567,,100,315,United States,HFCC
9460000,AM,China Radio International,0000,0100,Hakka Chinese,Kunming,China,1234567,,150,163,China,HFCC
9460000,AM,China Radio International,0100,0200,Min Nan Chinese,Kunming,China,1234567,,150,163,China,HFCC
9460000,AM,China Radio International,0900,1100,Standard Chinese,Nanning,China,1234567,,100,200,China,HFCC
9460000,AM,United States Agency for Global Media (USAGM),1100,1200,Mandarin Chinese,Tinang 1,Philippines,1234567,,250,315,Philippines,HFCC
9460000,AM,China Radio International,1200,1300,English,Kashi,China,1234567,,100,174,China,HFCC
9460000,AM,Turkish Radio-TV Corp,1600,2100,Turkish,Emirler,Turkey,1234567,,250,310,Turkey,HFCC
9460000,AM,China Radio International,2300,2400,Cantonese,Kunming,China,1234567,,150,163,China,HFCC
9465000,AM,Turkish Radio-TV Corp,0200,0300,Uighur,Emirler,Turkey,1234567,,300,72,Turkey,HFCC
9465000,AM,World Christian Broadcasting Corporation,1300,1400,Korean,"Anchor Pt, Alaska",United States,1234567,,100,300,United States,HFCC
9465000,AM,For new organization,2100,2300,English,Sofia,Bulgaria,1234567,,250,306,Bulgaria,HFCC
9470000,AM,China Radio International,0000,0100,Mongolian,Xian,China,1234567,,500,354,China,HFCC
9470000,AM,China National Radio,0348,1153,Kazakh,Urumqi,China,1234567,,100,0,China,HFCC
9470000,AM,Nippon Hoso Kyokai,1300,1400,Japanese,Tokyo Yamata,Japan,1234567,,300,270,Japan,HFCC
9470000,AM,China Radio International,1700,1800,Russian,Xian,China,1234567,,500,292,China,HFCC
9470000,AM,Egypt Radio & TV Union,1800,1900,Italian,Abis,Egypt,1234567,,125,325,Egypt,HFCC
9470000,AM,China Radio International,2300,2400,Mongolian,Xian,China,1234567,,500,354,China,HFCC
9475000,AM,Media Broadcast GmbH,0700,0800,Dutch / English,Nauen,Germany,1,,125,230,Germany,HFCC
9475000,AM,"Leap of Faith, Inc.",1400,2400,English,"Lebanon, TN",United States,1234567,,100,50,United States,HFCC
9480000,AM,Abu Dhabi Media Company,0430,0530,Persian,Dhabayya,United Arab Emirates,1234567,,250,45,United Arab Emirates,HFCC
9480000,AM,China National Radio,1100,1605,Tibetan,Dongfang,China,1234567,,150,310,China,HFCC
9480000,AM,China Radio International,1800,2000,French,Xian,China,1234567,,500,317,China,HFCC
9480000,AM,Nippon Hoso Kyokai,2000,2100,Japanese,Tokyo Yamata,Japan,1234567,,300,175,Japan,HFCC
9480000,AM,China National Radio,2155,2400,Tibetan,Dongfang,China,1234567,,150,310,China,HFCC
9490000,AM,Radio Miami International,0100,0200,Spanish,Issoudun,France,1234567,,150,285,France,HFCC
9490000,AM,Radio Miami International,0200,0300,Spanish,Issoudun,France,1234567,,150,285,France,HFCC
9490000,AM,China National Radio,0200,1000,Tibetan,Lhasa,China,1234567,,100,85,China,HFCC
9490000,AM,China Radio International,1030,1130,Central Khmer,Kunming,China,1234567,,150,177,China,HFCC
9490000,AM,Radio Romania International,1200,1300,Romanian,Tiganesti,Romania,1234567,,100,300,Romania,HFCC
9490000,AM,China Radio International,1300,1400,Bengali,Kunming,China,1234567,,150,270,China,HFCC
9490000,AM,China Radio International,1400,1500,Bengali,Kunming,China,1234567,,150,270,China,HFCC
9490000,AM,China Radio International,1500,1600,Bengali,Kunming,China,1234567,,150,270,China,HFCC
9490000,AM,Media Broadcast GmbH,1700,1745,Multiple languages,Sofia,Bulgaria,13567,,100,141,Bulgaria,HFCC
9490000,AM,Media Broadcast GmbH,1710,1730,Multiple languages,Sofia,Bulgaria,24,,100,141,Bulgaria,HFCC
9490000,AM,For new organization,1745,2000,Multiple languages,Sofia,Bulgaria,1234567,,100,126,Bulgaria,HFCC
9490000,AM,Abu Dhabi Media Company,2100,2130,French,Dhabayya,United Arab Emirates,23456,,250,240,United Arab Emirates,HFCC
9490000,AM,China Radio International,2200,2300,Standard Chinese,Beijing,China,1234567,,500,257,China,HFCC
9490000,AM,China Radio International,2330,0030,Sinhala,Kunming,China,1234567,,150,234,China,HFCC
9500000,AM,Telediffusion d'Algerie,0300,0400,Standard Arabic,Bechar,Algeria,1234567,,300,131,Algeria,HFCC
9500000,AM,Radio Romania International,0400,0500,Romanian,Galbeni,Romania,1234567,,300,285,Romania,HFCC
9500000,AM,Telediffusion d'Algerie,0400,0500,Standard Arabic,Bechar,Algeria,1234567,,300,131,Algeria,HFCC
9500000,AM,Telediffusion d'Algerie,0500,0600,Standard Arabic,Bechar,Algeria,1234567,,300,131,Algeria,HFCC
9500000,AM,Telediffusion d'Algerie,0600,0700,Standard Arabic,Bechar,Algeria,1234567,,300,131,Algeria,HFCC
9500000,AM,China Radio International,1100,1300,English,Kashi,China,1234567,,100,209,China,HFCC
9500000,AM,China Radio International,1300,1400,English,Kashi,China,1234567,,100,209,China,HFCC
9500000,AM,Trans World Radio,1630,1730,Amharic / Orokolo,Manzini,Swaziland,1234567,,100,13,Swaziland,HFCC
9500000,AM,Trans World Radio,1730,1745,Sidamo,Manzini,Swaziland,1,,100,13,Swaziland,HFCC
9500000,AM,Trans World Radio,1730,1800,Orokolo,Manzini,Swaziland,23456,,100,13,Swaziland,HFCC
9500000,AM,Radio Romania International,1800,1900,Romanian,Galbeni,Romania,1234567,,300,285,Romania,HFCC
9500000,AM,Trans World Radio,1802,1902,English,Manzini,Swaziland,1,,100,13,Swaziland,HFCC
9500000,AM,Radio Romania International,1900,2000,Romanian,Galbeni,Romania,1234567,,300,285,Romania,HFCC
9500000,AM,China National Radio,2025,1805,Chinese,Shijiazhuang,China,1234567,,100,165,China,HFCC
9505000,AM,Sudan National Broadcasting Corporation,0400,0800,English,Al-Fatihab,Sudan,1234567,,100,110,Sudan,HFCC
9505000,AM,Sudan National Broadcasting Corporation,1630,2100,French,Al-Fatihab,Sudan,1234567,,100,210,Sudan,HFCC
9510000,AM,China Radio International,0100,0130,Standard Chinese,Kunming,China,1234567,,150,135,China,HFCC
9510000,AM,China Radio International,0230,0300,Standard Chinese,Kunming,China,1234567,,150,135,China,HFCC
9510000,AM,Radio Romania International,0430,0500,Russian,Tiganesti,Romania,1234567,,300,37,Romania,HFCC
9510000,AM,China National Radio,0530,1030,Mongolian,Urumqi,China,1234567,,50,0,China,HFCC
9510000,AM,"ANTI, Milano",0800,0900,English,"Milano, Italy",Italy,7,,150,0,Italy,HFCC
9510000,AM,"ANTI, Milano",0930,1200,English,"Milano, Italy",Italy,1,,150,0,Italy,HFCC
9510000,AM,Japan International Communications,1700,1800,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
9510000,AM,Japan International Communications,1800,1805,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
9515000,AM,China National Radio,0900,1605,Chinese,Beijing,China,1234567,,100,163,China,HFCC
9515000,AM,Korean Broadcasting System,1500,1700,English,Kimjae,Korea (Rep. of),1234567,,250,304,Korea (Rep. of),HFCC
9515000,AM,Korean Broadcasting System,1700,1900,Korean,Kimjae,Korea (Rep. of),1234567,,250,304,Korea (Rep. of),HFCC
9515000,AM,China Radio International,1900,1930,Czech,Shijiazhuang,China,1234567,,500,315,China,HFCC
9515000,AM,Media Broadcast GmbH,1930,2000,Multiple languages,Nauen,Germany,1,,250,165,Germany,HFCC
9515000,AM,China National Radio,2055,2400,Chinese,Beijing,China,1234567,,100,163,China,HFCC
9520000,AM,Radio Romania International,1400,1430,Italian,Tiganesti,Romania,1234567,,100,270,Romania,HFCC
9520000,AM,China National Radio,2150,1605,Chinese,Huhhot,China,1234567,,50,36,China,HFCC
9525000,AM,BBC Worldservice,1600,1630,Dari,A'Seela,Oman,1234567,,250,35,Oman,HFCC
9525000,AM,BBC Worldservice,1630,1700,Pushto,A'Seela,Oman,23456,,250,35,Oman,HFCC
9525000,AM,BBC Worldservice,1630,1700,Dari,A'Seela,Oman,17,,250,35,Oman,HFCC
9525000,AM,BBC Worldservice,1700,1800,Dari,A'Seela,Oman,1234567,,250,35,Oman,HFCC
9525000,AM,BBC Worldservice,1800,1900,Pushto,A'Seela,Oman,1234567,,250,35,Oman,HFCC
9525000,AM,China Radio International,1900,2000,Russian,Beijing,China,1234567,,500,318,China,HFCC
9525000,AM,China Radio International,2000,2100,Russian,Beijing,China,1234567,,500,318,China,HFCC
9525000,AM,Korean Broadcasting System,2200,2400,Korean,Kimjae,Korea (Rep. of),1234567,,250,225,Korea (Rep. of),HFCC
9530000,AM,Radio Onda ASBL,0000,2400,Portuguese,Junglinster,Luxembourg,1234567,,1,0,Luxembourg,HFCC
9530000,AM,Sudan National Broadcasting Corporation,1600,2000,French,Al-Fatihab,Sudan,1234567,,100,240,Sudan,HFCC
9535000,AM,China Radio International,0100,0200,English,Kashi,China,1234567,,100,174,China,HFCC
9535000,AM,China Radio International,1330,1430,Indonesian,Kunming,China,1234567,,100,175,China,HFCC
9535000,AM,China Radio International,1500,1600,Urdu,Kashi,China,1234567,,100,209,China,HFCC
9535000,AM,China Radio International,1600,1800,German,Baoji,China,1234567,,150,317,China,HFCC
9535000,AM,China Radio International,1900,2000,Portuguese,Baoji,China,1234567,,150,255,China,HFCC
9535000,AM,United States Agency for Global Media (USAGM),2100,2400,Mandarin Chinese,Tinang 1,Philippines,1234567,,250,332,Philippines,HFCC
9540000,AM,Far East Broadcasting Company,0200,0230,Urdu,Dhabayya,United Arab Emirates,123457,,250,60,United Arab Emirates,HFCC
9540000,AM,Far East Broadcasting Company,0200,0300,Urdu,Dhabayya,United Arab Emirates,6,,250,60,United Arab Emirates,HFCC
9540000,AM,Encompass Digital Media Services,0500,0600,Kanuri,Woofferton,United Kingdom,1234567,,250,160,United Kingdom,HFCC
9540000,AM,China Radio International,1100,1200,Cantonese,Beijing,China,1234567,,500,142,China,HFCC
9540000,AM,China Radio International,1200,1400,Standard Chinese,Kunming,China,1234567,,500,283,China,HFCC
9540000,AM,Turkish Radio-TV Corp,1400,1500,Arabic,Emirler,Turkey,1234567,,250,150,Turkey,HFCC
9540000,AM,Far East Broadcasting Company,1430,1500,Hindi,Tashkent,Ouzbékistan,456,,100,131,Ouzbékistan,HFCC
9540000,AM,China National Radio,1500,1530,Chinese,Jinhua,China,1234567,,150,340,China,HFCC
9540000,AM,IBRA Radio,1600,1630,Amharic,Dhabayya,United Arab Emirates,1234567,,250,225,United Arab Emirates,HFCC
9540000,AM,IBRA Radio,1630,1700,Amharic,Dhabayya,United Arab Emirates,1234567,,250,225,United Arab Emirates,HFCC
9540000,AM,IBRA Radio,1700,1730,Oromo,Dhabayya,United Arab Emirates,1234567,,250,225,United Arab Emirates,HFCC
9540000,AM,IBRA Radio,1730,1800,Tigrinya,Dhabayya,United Arab Emirates,1234567,,250,225,United Arab Emirates,HFCC
9540000,AM,IBRA Radio,1800,1830,Tigrinya,Dhabayya,United Arab Emirates,1234567,,250,225,United Arab Emirates,HFCC
9545000,AM,Solomon Islands Broadcasting,0000,0800,Bislama,Honiara,Solomon,1234567,,10,0,Solomon,HFCC
9545000,AM,World Christian Broadcasting Corporation,0900,1000,Russian,"Anchor Pt, Alaska",United States,1234567,,100,300,United States,HFCC
9545000,AM,Radio Russia,1400,2100,Russian,Moskva,Russia,1234567,,200,270,Russia,HFCC
9545000,AM,Solomon Islands Broadcasting,2000,2400,Bislama,Honiara,Solomon,1234567,,10,0,Solomon,HFCC
9550000,AM,China Radio International,0000,0100,Hakka Chinese,Kunming,China,1234567,,150,191,China,HFCC
9550000,AM,Radio Romania International,0100,0200,French,Tiganesti,Romania,1234567,,300,307,Romania,HFCC
9550000,AM,China Radio International,0100,0200,Min Nan Chinese,Kunming,China,1234567,,150,191,China,HFCC
9550000,AM,BBC Worldservice,0330,0430,Persian,A'Seela,Oman,1234567,,250,345,Oman,HFCC
9550000,AM,Media Broadcast GmbH,0430,0515,Multiple languages,Nauen,Germany,1234567,,125,120,Germany,HFCC
9550000,AM,China Radio International,1100,1200,Vietnamese,Beijing,China,1234567,,500,193,China,HFCC
9550000,AM,China Radio International,1200,1300,Vietnamese,Beijing,China,1234567,,500,193,China,HFCC
9550000,AM,China Radio International,1300,1400,Vietnamese,Beijing,China,1234567,,500,193,China,HFCC
9550000,AM,China Radio International,1400,1500,Vietnamese,Beijing,China,1234567,,500,193,China,HFCC
9550000,AM,China Radio International,1500,1600,Vietnamese,Beijing,China,1234567,,500,193,China,HFCC
9550000,AM,China Radio International,1600,1700,Vietnamese,Beijing,China,1234567,,500,193,China,HFCC
9550000,AM,"Adventist Broadcasting Service, Inc.",1800,1900,Korean,"Agat, Guam",United States,1234567,,100,330,United States,HFCC
9555000,AM,China National Radio,1000,1300,Chinese,Qiqihar,China,1234567,,100,203,China,HFCC
9555000,AM,Broadcasting Serv. of the Kingdom of Saudi Arabia,1800,2300,Arabic,Riyadh,Saudi Arabia,1234567,,500,295,Saudi Arabia,HFCC
9555000,AM,Abu Dhabi Media Company,2300,2400,Tibetan,Dhabayya,United Arab Emirates,1234567,,500,75,United Arab Emirates,HFCC
9560000,AM,China Radio International,0100,0200,Standard Chinese,Kashi,China,1234567,,100,173,China,HFCC
9560000,AM,China National Radio,0300,1200,Uighur,Urumqi,China,1234567,,100,0,China,HFCC
9560000,AM,Radio Russia,1000,1400,Russian,Petropavlo Kam.,Russia,1234567,,200,263,Russia,HFCC
9560000,AM,Nippon Hoso Kyokai,1400,1500,Chinese,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
9560000,AM,China Radio International,1500,1600,Standard Chinese,Kashi,China,1234567,,100,174,China,HFCC
9560000,AM,Nippon Hoso Kyokai,1600,1700,Japanese,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
9560000,AM,For new organization,1700,1800,English,Sofia,Bulgaria,1234567,,250,30,Bulgaria,HFCC
9560000,AM,China Radio International,1800,1900,Russian,Beijing,China,1234567,,500,288,China,HFCC
9560000,AM,China Radio International,1900,1930,Hungarian,Urumqi,China,1234567,,500,308,China,HFCC
9560000,AM,Media Broadcast GmbH,2000,2100,Multiple languages,Nauen,Germany,35,,100,200,Germany,HFCC
9570000,AM,China National Radio,0100,1100,Chinese,Geermu,China,1234567,,100,172,China,HFCC
9570000,AM,Korean Broadcasting System,0700,0900,Korean,Kimjae,Korea (Rep. of),1234567,,100,205,Korea (Rep. of),HFCC
9570000,AM,Korean Broadcasting System,0900,1100,Korean,Kimjae,Korea (Rep. of),1234567,,100,205,Korea (Rep. of),HFCC
9570000,AM,China Radio International,1100,1200,Cantonese,Kunming,China,1234567,,500,135,China,HFCC
9570000,AM,China Radio International,1200,1250,Cantonese,La Habana,Cuba,1234567,,250,10,Cuba,HFCC
9570000,AM,Korean Broadcasting System,1200,1300,Indonesian,Kimjae,Korea (Rep. of),1234567,,100,205,Korea (Rep. of),HFCC
9570000,AM,Korean Broadcasting System,1300,1400,English,Kimjae,Korea (Rep. of),1234567,,100,205,Korea (Rep. of),HFCC
9570000,AM,Korean Broadcasting System,1400,1500,Indonesian,Kimjae,Korea (Rep. of),1234567,,100,205,Korea (Rep. of),HFCC
9570000,AM,China Radio International,1500,1530,Persian,Urumqi,China,1234567,,500,270,China,HFCC
9570000,AM,China Radio International,1530,1600,Pushto,Urumqi,China,1234567,,500,270,China,HFCC
9570000,AM,China Radio International,1600,1700,English,Beijing,China,1234567,,500,257,China,HFCC
9570000,AM,China Radio International,1700,1800,English,Beijing,China,1234567,,500,257,China,HFCC
9570000,AM,Radio Romania International,1800,1900,German,Tiganesti,Romania,1234567,,90,307,Romania,HFCC
9570000,AM,China National Radio,2055,0030,Chinese,Nanning,China,1234567,,100,142,China,HFCC
9575000,AM,China Radio International,1900,2000,Cantonese,Beijing,China,1234567,,500,322,China,HFCC
9575000,AM,Radio Romania International,2000,2030,French,Galbeni,Romania,1234567,,300,285,Romania,HFCC
9580000,AM,Korean Broadcasting System,0000,0200,Japanese,Kimjae,Korea (Rep. of),1234567,,250,81,Korea (Rep. of),HFCC
9580000,AM,China Radio International,0100,0200,English,La Habana,Cuba,1234567,,250,10,Cuba,HFCC
9580000,AM,Korean Broadcasting System,0200,0300,English,Kimjae,Korea (Rep. of),1234567,,250,81,Korea (Rep. of),HFCC
9580000,AM,China Radio International,0200,0300,Standard Chinese,La Habana,Cuba,1234567,,250,10,Cuba,HFCC
9580000,AM,China National Radio,0200,0930,Tibetan,Lhasa,China,1234567,,100,290,China,HFCC
9580000,AM,Korean Broadcasting System,0300,0400,English,Kimjae,Korea (Rep. of),1234567,,250,81,Korea (Rep. of),HFCC
9580000,AM,Broadcasting Serv. of the Kingdom of Saudi Arabia,0300,0600,Arabic,Jeddah,Saudi Arabia,1234567,,50,0,Saudi Arabia,HFCC
9580000,AM,World Christian Broadcasting Corporation,1000,1100,English,"Anchor Pt, Alaska",United States,1234567,,100,270,United States,HFCC
9580000,AM,World Christian Broadcasting Corporation,1100,1200,Russian,"Anchor Pt, Alaska",United States,1234567,,100,300,United States,HFCC
9580000,AM,World Christian Broadcasting Corporation,1400,1500,English,"Anchor Pt, Alaska",United States,1234567,,100,270,United States,HFCC
9580000,AM,World Christian Broadcasting Corporation,1600,1700,Russian,"Anchor Pt, Alaska",United States,1234567,,100,315,United States,HFCC
9580000,AM,World Christian Broadcasting Corporation,1700,1800,Russian,"Anchor Pt, Alaska",United States,1234567,,100,315,United States,HFCC
9580000,AM,Broadcasting Serv. of the Kingdom of Saudi Arabia,1700,2200,Arabic,Jeddah,Saudi Arabia,1234567,,50,0,Saudi Arabia,HFCC
9580000,AM,Vatican Radio,2200,2230,Chinese,S. Maria di Galeria,Vatican,1234567,,250,54,Vatican,HFCC
9580000,AM,Vatican Radio,2315,2350,Vietnamese,S. Maria di Galeria,Vatican,1234567,,250,75,Vatican,HFCC
9585000,AM,Radio Russia,1200,1400,Russian,Petropavlo Kam.,Russia,1234567,,250,241,Russia,HFCC
9585000,AM,Trans World Radio,1400,1443,Portuguese / Makhuwa,Manzini,Swaziland,23456,,100,5,Swaziland,HFCC
9585000,AM,Trans World Radio,1420,1450,Makhuwa,Manzini,Swaziland,7,,100,5,Swaziland,HFCC
9585000,AM,Trans World Radio,1455,1525,Malayalam / French,Manzini,Swaziland,23456,,100,64,Swaziland,HFCC
9585000,AM,China Radio International,1500,1600,Japanese,Xian,China,1234567,,500,73,China,HFCC
