Frequency,M,Station,On,Off,Language,Site,TX Country,Days,Target,Power,Azimuth,Origin,Source
2485000,AM,Vanuatu Broadcasting and Television Corporation,1000,1900,Bislama,Port Vila,Vanuatu,1234567,,10,0,Vanuatu,HFCC
3195000,AM,"WNQM, Inc.",2100,0100,English,"Nashville, TN",United States,1234567,,100,46,United States,HFCC
3195000,AM,"WNQM, Inc.",2100,0100,English,"Nashville, TN",United States,1234567,,100,46,United States,HFCC
3195000,AM,"WNQM, Inc.",2100,0100,English,"Nashville, TN",United States,1234567,,100,46,United States,HFCC
3215000,AM,"WNQM, Inc.",0100,1200,English,"Nashville, TN",United States,1234567,,100,46,United States,HFCC
3215000,AM,"WNQM, Inc.",0100,1200,English,"Nashville, TN",United States,1234567,,100,46,United States,HFCC
3215000,AM,"WNQM, Inc.",0100,1200,English,"Nashville, TN",United States,1234567,,100,46,United States,HFCC
3215000,AM,"WNQM, Inc.",2100,1200,English,"Nashville, TN",United States,1234567,,100,46,United States,HFCC
3265000,AM,Allan H. Weiner,0000,2400,English,"Monticello, ME",United States,1234567,,50,245,United States,HFCC
3325000,AM,Radio Republic of Indonesia,1000,1100,English,Palangkaraya,Indonesia,1234567,,40,0,Indonesia,HFCC
3325000,AM,Radio Republic of Indonesia,1100,1200,Mandarin Chinese,Palangkaraya,Indonesia,1234567,,40,0,Indonesia,HFCC
3325000,AM,Radio Republic of Indonesia,1200,1300,Japanese,Palangkaraya,Indonesia,1234567,,40,0,Indonesia,HFCC
3325000,AM,Radio Republic of Indonesia,1300,1400,English,Palangkaraya,Indonesia,1234567,,40,0,Indonesia,HFCC
3325000,AM,Radio Republic of Indonesia,1400,1500,Indonesian,Palangkaraya,Indonesia,1234567,,40,0,Indonesia,HFCC
3325000,AM,Radio Republic of Indonesia,1500,1600,Mandarin Chinese,Palangkaraya,Indonesia,1234567,,40,0,Indonesia,HFCC
3325000,AM,Radio Republic of Indonesia,1600,1700,Arabic,Palangkaraya,Indonesia,1234567,,40,0,Indonesia,HFCC
3325000,AM,Radio Republic of Indonesia,1800,1900,Spanish,Palangkaraya,Indonesia,1234567,,40,0,Indonesia,HFCC
3325000,AM,Radio Republic of Indonesia,1900,2000,German,Palangkaraya,Indonesia,1234567,,40,0,Indonesia,HFCC
3325000,AM,Radio Republic of Indonesia,2000,2100,English,Palangkaraya,Indonesia,1234567,,40,0,Indonesia,HFCC
3325000,AM,Radio Republic of Indonesia,2100,2200,French,Palangkaraya,Indonesia,1234567,,40,0,Indonesia,HFCC
3325000,AM,Radio Republic of Indonesia,2200,2300,English,Palangkaraya,Indonesia,1234567,,40,0,Indonesia,HFCC
3325000,AM,Radio Republic of Indonesia,2300,2400,Japanese,Palangkaraya,Indonesia,1234567,,40,0,Indonesia,HFCC
3900000,AM,China National Radio,0900,1440,Chinese,Hailar,China,1234567,,10,242,China,HFCC
3900000,AM,China National Radio,2130,0700,Chinese,Hailar,China,1234567,,10,242,China,HFCC
3930000,AM,The Overcomer Ministry,0000,2400,English,Sofia,Bulgaria,1234567,,20,0,Bulgaria,HFCC
3945000,AM,Vanuatu Broadcasting and Television Corporation,0600,1100,Bislama,Port Vila,Vanuatu,1234567,,10,0,Vanuatu,HFCC
3945000,AM,Vanuatu Broadcasting and Television Corporation,1900,2000,Bislama,Port Vila,Vanuatu,1234567,,10,0,Vanuatu,HFCC
3950000,AM,China National Radio,1208,1800,Chinese,Urumqi,China,1234567,,100,0,China,HFCC
3950000,AM,China National Radio,2330,0300,Chinese,Urumqi,China,1234567,,100,0,China,HFCC
3955000,AM,BBC Worldservice,0459,0600,English,Woofferton,United Kingdom,1234567,,100,114,United Kingdom,HFCC
3955000,AM,Channel 292 (Germany),0700,2000,German,Rohrbach,Germany,1234567,,1,0,Germany,HFCC
3955000,AM,Korean Broadcasting System,2000,2100,German,Woofferton,United Kingdom,1234567,,250,114,United Kingdom,HFCC
3955000,AM,Channel 292 (Germany),2200,0459,German,Rohrbach,Germany,1234567,,1,0,Germany,HFCC
3965000,AM,World Music Radio,0000,2359,Multiple languages,Hvidovre,Denmark,1234567,,2,0,Denmark,HFCC
3965000,AM,Radio Delta International,0000,2400,Dutch,Elburg,Netherlands,1234567,,5,0,Netherlands,HFCC
3975000,AM,Shortwave Radio Services (Germany),0000,2400,Multiple languages,Winsen,Germany,1234567,,5,0,Germany,HFCC
3985000,AM,Radio Delta International,0000,2400,Dutch,Elburg,Netherlands,1234567,,5,0,Netherlands,HFCC
3985000,AM,China National Radio,1200,1605,Chinese,Geermu,China,1234567,,100,0,China,HFCC
3985000,AM,Radio Horizon,1600,2400,Dutch,Ankum,Netherlands,1234567,,5,0,Netherlands,HFCC
3990000,AM,China National Radio,0355,0620,Chinese,Lanzhou,China,1234567,,10,0,China,HFCC
3990000,AM,China National Radio,1025,1345,Chinese,Lanzhou,China,1234567,,10,0,China,HFCC
3990000,AM,China National Radio,1200,1800,Uighur,Urumqi,China,1234567,,100,0,China,HFCC
3990000,AM,China National Radio,2255,0120,Chinese,Lanzhou,China,1234567,,10,0,China,HFCC
3990000,AM,China National Radio,2330,0300,Uighur,Urumqi,China,1234567,,100,0,China,HFCC
3995000,AM,Voice of the Andes,0500,2400,Multiple languages,Weenermoor,Germany,1234567,,1,90,Germany,HFCC
4500000,AM,China National Radio,0000,0330,Mongolian,Urumqi,China,1234567,,50,0,China,HFCC
4500000,AM,China National Radio,1230,1800,Mongolian,Urumqi,China,1234567,,50,0,China,HFCC
4750000,AM,China National Radio,1958,1730,Chinese,Hailar,China,1234567,,10,192,China,HFCC
4755000,AM,Radio Republic of Indonesia,1000,1100,English,Djakarta,Indonesia,1234567,,3,345,Indonesia,HFCC
4755000,AM,Radio Republic of Indonesia,1100,1200,Mandarin Chinese,Djakarta,Indonesia,1234567,,3,345,Indonesia,HFCC
4755000,AM,Radio Republic of Indonesia,1200,1300,Japanese,Djakarta,Indonesia,1234567,,3,345,Indonesia,HFCC
4755000,AM,Radio Republic of Indonesia,1300,1400,English,Djakarta,Indonesia,1234567,,3,345,Indonesia,HFCC
4755000,AM,Radio Republic of Indonesia,1400,1500,Indonesian,Djakarta,Indonesia,1234567,,3,345,Indonesia,HFCC
4755000,AM,Radio Republic of Indonesia,1500,1600,Mandarin Chinese,Djakarta,Indonesia,1234567,,3,345,Indonesia,HFCC
4755000,AM,Radio Republic of Indonesia,1600,1700,Arabic,Djakarta,Indonesia,1234567,,3,345,Indonesia,HFCC
4755000,AM,Radio Republic of Indonesia,1800,1900,Spanish,Djakarta,Indonesia,1234567,,3,345,Indonesia,HFCC
4755000,AM,Radio Republic of Indonesia,1900,2000,German,Djakarta,Indonesia,1234567,,3,345,Indonesia,HFCC
4755000,AM,Radio Republic of Indonesia,2000,2100,English,Djakarta,Indonesia,1234567,,3,345,Indonesia,HFCC
4755000,AM,Radio Republic of Indonesia,2100,2200,French,Djakarta,Indonesia,1234567,,3,345,Indonesia,HFCC
4755000,AM,Radio Republic of Indonesia,2200,2300,English,Djakarta,Indonesia,1234567,,3,345,Indonesia,HFCC
4755000,AM,Radio Republic of Indonesia,2300,2400,Japanese,Djakarta,Indonesia,1234567,,3,345,Indonesia,HFCC
4760000,AM,All India Radio,0130,0410,Multiple languages,Leh,India,1234567,,10,130,India,HFCC
4760000,AM,All India Radio,1030,1700,Multiple languages,Leh,India,1234567,,10,130,India,HFCC
4760000,AM,All India Radio,1200,1630,Multiple languages,Leh,India,1234567,,10,130,India,HFCC
4800000,AM,China National Radio,2025,1805,Chinese,Geermu,China,1234567,,100,0,China,HFCC
4820000,AM,China National Radio,2000,1800,Chinese,Lhasa,China,1234567,,100,0,China,HFCC
4830000,AM,Mongol Radio & Television,2300,1600,Mongolian,Ulan Bator,Mongolia,1234567,,10,0,Mongolia,HFCC
4840000,AM,"WNQM, Inc.",0000,1200,English,"Nashville, TN",United States,1234567,,100,40,United States,HFCC
4840000,AM,"WNQM, Inc.",0000,1200,English,"Nashville, TN",United States,1234567,,100,40,United States,HFCC
4840000,AM,"WNQM, Inc.",0000,1200,English,"Nashville, TN",United States,1234567,,100,40,United States,HFCC
4850000,AM,China National Radio,0000,0328,Kazakh,Urumqi,China,1234567,,100,0,China,HFCC
4850000,AM,China National Radio,1158,1800,Kazakh,Urumqi,China,1234567,,100,0,China,HFCC
4895000,AM,Mongol Radio & Television,2300,1600,Mongolian,Ulan Bator,Mongolia,1234567,,10,0,Mongolia,HFCC
4905000,AM,China National Radio,2050,1805,Tibetan,Lhasa,China,1234567,,100,0,China,HFCC
4920000,AM,China National Radio,2050,1805,Tibetan,Lhasa,China,1234567,,100,0,China,HFCC
4930000,AM,United States Agency for Global Media (USAGM),0530,0700,English,Moepeng Hill,Botswana,36,,100,20,Botswana,HFCC
4930000,AM,United States Agency for Global Media (USAGM),1200,1400,English,Moepeng Hill,Botswana,36,,100,20,Botswana,HFCC
4980000,AM,China National Radio,1200,1800,Uighur,Urumqi,China,1234567,,50,230,China,HFCC
4980000,AM,China National Radio,2330,0300,Uighur,Urumqi,China,1234567,,50,230,China,HFCC
4990000,AM,China National Radio,0300,0500,Chinese,Wuhan,China,1234567,,2,0,China,HFCC
4990000,AM,China National Radio,0900,1700,Chinese,Wuhan,China,1234567,,2,0,China,HFCC
4990000,AM,China National Radio,2030,0100,Chinese,Wuhan,China,1234567,,2,0,China,HFCC
5010000,AM,Radio Miami International,2300,0500,English / Spanish,"Okeechobee, FL",United States,1234567,,100,181,United States,HFCC
5020000,AM,Solomon Islands Broadcasting,0800,1200,Bislama,Honiara,Solomon,1234567,,10,0,Solomon,HFCC
5020000,AM,Solomon Islands Broadcasting,1200,2000,Bislama,Honiara,Solomon,1234567,,10,0,Solomon,HFCC
5040000,AM,Vanuatu Broadcasting and Television Corporation,2100,0100,Bislama,Port Vila,Vanuatu,1234567,,10,0,Vanuatu,HFCC
5050000,AM,Radio Miami International,0000,0500,English / Spanish,"Okeechobee, FL",United States,1234567,,100,160,United States,HFCC
5050000,AM,China National Radio,1000,1600,Chinese,Nanning,China,1234567,,100,232,China,HFCC
5050000,AM,China National Radio,2300,0100,Chinese,Nanning,China,1234567,,100,232,China,HFCC
5060000,AM,China National Radio,1200,1800,Chinese,Urumqi,China,1234567,,50,230,China,HFCC
5060000,AM,China National Radio,2330,0300,Chinese,Urumqi,China,1234567,,50,230,China,HFCC
5085000,AM,"Leap of Faith, Inc.",0100,0500,English,"Lebanon, TN",United States,1234567,,100,40,United States,HFCC
5130000,AM,Allan H. Weiner,0000,2400,English,"Monticello, ME",United States,1234567,,50,245,United States,HFCC
5800000,AM,Radio Miami International,0100,0500,English / Spanish,"Okeechobee, FL",United States,1234567,,100,160,United States,HFCC
5850000,AM,Radio Miami International,2200,1300,English / Slovak / French,"Okeechobee, FL",United States,1234567,,100,315,United States,HFCC
5860000,AM,United States Agency for Global Media (USAGM),0000,2400,Persian,Kuwait,Kuwait,1234567,,250,50,Kuwait,HFCC
5875000,AM,For new organization,0400,0458,English,Sofia,Bulgaria,1234567,,70,306,Bulgaria,HFCC
5875000,AM,BBC Worldservice,0459,0600,English,Woofferton,United Kingdom,1234567,,100,78,United Kingdom,HFCC
5875000,AM,United States Agency for Global Media (USAGM),2200,2300,Mandarin Chinese,Tinang 1,Philippines,1234567,,250,315,Philippines,HFCC
5885000,AM,United States Agency for Global Media (USAGM),1300,1500,Mandarin Chinese,Tinang 1,Philippines,1234567,,250,332,Philippines,HFCC
5890000,AM,"WNQM, Inc.",0100,1200,English,"Nashville, TN",United States,1234567,,100,90,United States,HFCC
5890000,AM,"WNQM, Inc.",0100,1200,English,"Nashville, TN",United States,1234567,,100,90,United States,HFCC
5890000,AM,"WNQM, Inc.",0100,1200,English,"Nashville, TN",United States,1234567,,100,90,United States,HFCC
5895000,AM,For new organization,0000,2400,Norwegian,Sveio,Norway,1234567,,1,0,Norway,HFCC
5900000,AM,For new organization,0000,2359,English,Sofia,Bulgaria,1234567,,250,306,Bulgaria,HFCC
5900000,AM,Radio Horizon,0700,1700,Dutch,Ankum,Netherlands,1234567,,5,0,Netherlands,HFCC
5905000,AM,Deutscher Wetterdienst,0600,0630,German,Pinneberg,Germany,1234567,,10,0,Germany,HFCC
5905000,AM,Deutscher Wetterdienst,1200,1230,German,Pinneberg,Germany,1234567,,10,0,Germany,HFCC
5905000,AM,Deutscher Wetterdienst,1600,1630,German,Pinneberg,Germany,1234567,,10,0,Germany,HFCC
5905000,AM,Deutscher Wetterdienst,2000,2030,German,Pinneberg,Germany,1234567,,10,0,Germany,HFCC
5910000,AM,"HFCC, Intl. Radio for Disaster Relief project",0000,2400,Undetermined,S. Maria di Galeria,Vatican,1234567,,100,0,Vatican,HFCC
5910000,AM,Radio Romania International,1430,1500,Macedo Romanian,Tiganesti,Romania,1234567,,100,240,Romania,HFCC
5910000,AM,Radio Romania International,1500,1530,Ukrainian,Tiganesti,Romania,1234567,,100,30,Romania,HFCC
5910000,AM,Radio Romania International,1530,1600,Serbian,Tiganesti,Romania,1234567,,100,270,Romania,HFCC
5910000,AM,Radio Romania International,1600,1630,Italian,Tiganesti,Romania,1234567,,100,270,Romania,HFCC
5910000,AM,Radio Romania International,1630,1700,Macedo Romanian,Tiganesti,Romania,1234567,,100,240,Romania,HFCC
5910000,AM,Radio Romania International,1700,1730,Ukrainian,Tiganesti,Romania,1234567,,100,30,Romania,HFCC
5910000,AM,Radio Romania International,1730,1800,Serbian,Tiganesti,Romania,1234567,,100,270,Romania,HFCC
5910000,AM,Radio Romania International,1800,1830,Italian,Tiganesti,Romania,1234567,,30,270,Romania,HFCC
5910000,AM,Radio Romania International,1830,1900,Macedo Romanian,Tiganesti,Romania,1234567,,100,240,Romania,HFCC
5910000,AM,Radio Romania International,1900,1930,Ukrainian,Tiganesti,Romania,1234567,,100,30,Romania,HFCC
5910000,AM,Radio Romania International,1930,2000,Serbian,Tiganesti,Romania,1234567,,100,270,Romania,HFCC
5920000,AM,"Leap of Faith, Inc.",0000,1400,English,"Lebanon, TN",United States,1234567,,100,50,United States,HFCC
5920000,AM,Korean Broadcasting System,0000,2400,Korean,HwaSung,Korea (Rep. of),1234567,,10,0,Korea (Rep. of),HFCC
5920000,AM,Voice of the Andes,0700,2200,Multiple languages,Weenermoor,Germany,1234567,,1,145,Germany,HFCC
5920000,AM,Japan International Communications,1300,1500,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5920000,AM,Radio Russia,1400,2200,Russian,Moskva,Russia,1234567,,200,190,Russia,HFCC
5920000,AM,Japan International Communications,1555,1600,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5920000,AM,Japan International Communications,1600,1700,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5925000,AM,China National Radio,1000,1705,Chinese,Beijing,China,1234567,,100,163,China,HFCC
5925000,AM,China National Radio,2055,2400,Chinese,Beijing,China,1234567,,100,163,China,HFCC
5930000,AM,World Music Radio,0000,2359,Multiple languages,Bramming,Denmark,1234567,,4,0,Denmark,HFCC
5930000,AM,World Music Radio,0000,2359,Multiple languages,Ishoej,Denmark,1234567,,4,0,Denmark,HFCC
5930000,AM,Radio Russia,1500,2000,Russian,Armavir,Russia,1234567,,100,157,Russia,HFCC
5935000,AM,"WNQM, Inc.",0000,1200,English,"Nashville, TN",United States,1234567,,100,85,United States,HFCC
5935000,AM,"WNQM, Inc.",0000,1200,English,"Nashville, TN",United States,1234567,,100,85,United States,HFCC
5935000,AM,"WNQM, Inc.",0000,1200,English,"Nashville, TN",United States,1234567,,100,85,United States,HFCC
5935000,AM,Media Broadcast GmbH,1300,1400,Multiple languages,Nauen,Germany,1234567,,100,233,Germany,HFCC
5935000,AM,Japan International Communications,1300,1500,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5935000,AM,Japan International Communications,1500,1700,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5935000,AM,China National Radio,2000,1800,Chinese,Lhasa,China,1234567,,100,85,China,HFCC
5945000,AM,Radio Russia,0000,2400,Russian,Irkutsk,Russia,1234567,,5,0,Russia,HFCC
5945000,AM,Media Broadcast GmbH,0700,0730,Multiple languages,Nauen,Germany,1,,100,260,Germany,HFCC
5945000,AM,Media Broadcast GmbH,0700,0745,Multiple languages,Nauen,Germany,7,,100,260,Germany,HFCC
5945000,AM,Radio New Zealand,0700,1300,English,Rangitaiki,New Zealand,1234567,,50,325,New Zealand,HFCC
5945000,AM,Radio New Zealand,0700,1300,English,Rangitaiki,New Zealand,6,,50,35,New Zealand,HFCC
5945000,AM,China National Radio,1300,1805,Chinese,Beijing,China,1234567,,100,222,China,HFCC
5945000,AM,China National Radio,2025,2300,Chinese,Beijing,China,1234567,,100,222,China,HFCC
5950000,AM,Radio Miami International,0000,0500,English,"Okeechobee, FL",United States,1234567,,100,355,United States,HFCC
5955000,AM,H. Visser,0500,1800,English,Putten,Netherlands,1234567,,1,90,Netherlands,HFCC
5955000,AM,China Radio International,1100,1300,English,Beijing,China,1234567,,150,95,China,HFCC
5955000,AM,China Radio International,1300,1400,English,Beijing,China,1234567,,150,95,China,HFCC
5955000,AM,China Radio International,1400,1500,English,Beijing,China,1234567,,150,95,China,HFCC
5955000,AM,China Radio International,1500,1600,English,Beijing,China,1234567,,150,95,China,HFCC
5955000,AM,Japan International Communications,1555,1600,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5955000,AM,Japan International Communications,1600,1700,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5955000,AM,Japan International Communications,1700,1800,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5955000,AM,Japan International Communications,1800,1805,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5955000,AM,Abu Dhabi Media Company,2200,2300,English,Dhabayya,United Arab Emirates,1234567,,250,80,United Arab Emirates,HFCC
5960000,AM,Media Broadcast GmbH,0000,0200,Dutch / English,Nauen,Germany,1,,125,300,Germany,HFCC
5960000,AM,Ministry of Information - State of Kuwait,0200,0900,Arabic,KABD,Kuwait,1234567,,250,0,Kuwait,HFCC
5960000,AM,Media Broadcast GmbH,1300,1400,Multiple languages,Nauen,Germany,1234567,,100,233,Germany,HFCC
5960000,AM,Turkish Radio-TV Corp,1830,2100,Turkish,Emirler,Turkey,1234567,,250,150,Turkey,HFCC
5960000,AM,TDF (France),1900,1950,English,Issoudun,France,17,,250,333,France,HFCC
5960000,AM,TDF (France),2000,2035,English,Issoudun,France,1,,250,333,France,HFCC
5960000,AM,China National Radio,2330,1800,Chinese,Urumqi,China,1234567,,100,0,China,HFCC
5965000,AM,China National Radio,1000,1805,Chinese,Nanning,China,1234567,,100,142,China,HFCC
5965000,AM,Japan International Communications,1300,1400,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5965000,AM,China Radio International,1400,1500,Korean,Xian,China,1234567,,500,73,China,HFCC
5965000,AM,China Radio International,1500,1600,Russian,Beijing,China,1234567,,500,55,China,HFCC
5970000,AM,China National Radio,0355,0620,Chinese,Lanzhou,China,1234567,,50,0,China,HFCC
5970000,AM,China National Radio,1025,1345,Chinese,Lanzhou,China,1234567,,50,0,China,HFCC
5970000,AM,BBC Worldservice,1400,1500,Dari,A'Seela,Oman,1234567,,250,35,Oman,HFCC
5970000,AM,BBC Worldservice,1500,1600,Pushto,A'Seela,Oman,1234567,,250,35,Oman,HFCC
5970000,AM,BBC Worldservice,1600,1630,Dari,A'Seela,Oman,1234567,,250,63,Oman,HFCC
5970000,AM,BBC Worldservice,1630,1700,Dari,A'Seela,Oman,17,,250,63,Oman,HFCC
5970000,AM,BBC Worldservice,1630,1700,Pushto,A'Seela,Oman,23456,,250,63,Oman,HFCC
5970000,AM,BBC Worldservice,1800,1830,Persian,A'Seela,Oman,1234567,,250,345,Oman,HFCC
5970000,AM,BBC Worldservice,1830,1930,Persian,A'Seela,Oman,1234567,,250,345,Oman,HFCC
5970000,AM,China National Radio,2255,0120,Chinese,Lanzhou,China,1234567,,50,0,China,HFCC
5975000,AM,China National Radio,0600,1505,Korean,Beijing,China,1234567,,100,63,China,HFCC
5975000,AM,Korean Broadcasting System,0700,0200,Korean,HwaSung,Korea (Rep. of),1234567,,100,0,Korea (Rep. of),HFCC
5975000,AM,Radio New Zealand,1645,1900,English,Rangitaiki,New Zealand,123457,,35,35,New Zealand,HFCC
5975000,AM,China Radio International,2200,2300,Standard Chinese,Beijing,China,1234567,,500,257,China,HFCC
5980000,AM,Japan International Communications,1300,1500,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5980000,AM,Radio New Zealand,1300,1645,English,Rangitaiki,New Zealand,1234567,,50,325,New Zealand,HFCC
5980000,AM,Radio New Zealand,1300,1645,English,Rangitaiki,New Zealand,1234567,,50,35,New Zealand,HFCC
5980000,AM,Japan International Communications,1500,1505,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5980000,AM,Japan International Communications,1530,1800,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5980000,AM,Japan International Communications,1800,1805,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5985000,AM,Abu Dhabi Media Company,0230,0330,Persian,Dhabayya,United Arab Emirates,1234567,,250,35,United Arab Emirates,HFCC
5985000,AM,China Radio International,1130,1200,Filipino,Beijing,China,1234567,,500,165,China,HFCC
5985000,AM,Japan International Communications,1600,1700,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5985000,AM,China Radio International,1600,1700,Swahili (macrolanguage),Beijing,China,1234567,,500,257,China,HFCC
5985000,AM,Japan International Communications,1700,1800,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5985000,AM,China Radio International,1700,1800,Swahili (macrolanguage),Beijing,China,1234567,,500,257,China,HFCC
5985000,AM,Japan International Communications,1800,1805,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
5985000,AM,China Radio International,1900,2000,Portuguese,Beijing,China,1234567,,500,257,China,HFCC
5985000,AM,China Radio International,2000,2100,English,Beijing,China,1234567,,500,257,China,HFCC
5985000,AM,China National Radio,2025,2400,Chinese,Nanning,China,1234567,,100,142,China,HFCC
5990000,AM,China Radio International,0000,0100,Spanish,La Habana,Cuba,1234567,,250,0,Cuba,HFCC
5990000,AM,China Radio International,0100,0200,Russian,Kashi,China,1234567,,100,0,China,HFCC
5990000,AM,Media Broadcast GmbH,1000,1600,Multiple languages,Nauen,Germany,1234567,,125,233,Germany,HFCC
5990000,AM,China Radio International,1200,1300,Mongolian,Huhhot,China,1234567,,100,345,China,HFCC
5990000,AM,China Radio International,1300,1400,Russian,Huhhot,China,1234567,,100,345,China,HFCC
5990000,AM,China Radio International,1400,1500,Mongolian,Huhhot,China,1234567,,100,345,China,HFCC
5990000,AM,China Radio International,1500,1600,Russian,Huhhot,China,1234567,,100,345,China,HFCC
5990000,AM,Islamic Republic of Iran Broadcasting,1820,1920,Albanian,Sirjan,Iran (Islamic Rep. of),1234567,,500,300,Iran (Islamic Rep. of),HFCC
5990000,AM,China National Radio,2250,1600,Tibetan,Xining,China,1234567,,50,206,China,HFCC
5990000,AM,China Radio International,2300,2400,English,La Habana,Cuba,1234567,,250,0,Cuba,HFCC
5995000,AM,China Radio International,1600,1700,Russian,Geermu,China,1234567,,100,287,China,HFCC
5995000,AM,China National Radio,2055,2400,Chinese,Nanning,China,1234567,,100,142,China,HFCC
6000000,AM,Islamic Republic of Iran Broadcasting,0050,0220,Tajik,Sirjan,Iran (Islamic Rep. of),1234567,,500,65,Iran (Islamic Rep. of),HFCC
6000000,AM,All India Radio,0700,1000,Multiple languages,Leh,India,1234567,,10,130,India,HFCC
6000000,AM,China National Radio,1100,1805,Chinese,Beijing,China,1234567,,100,0,China,HFCC
6000000,AM,For new organization,1500,2359,English,Sofia,Bulgaria,1234567,,25,306,Bulgaria,HFCC
6000000,AM,China National Radio,2025,2330,Chinese,Beijing,China,1234567,,100,0,China,HFCC
6005000,AM,Radio Europe Netherlands,0000,1700,Dutch,Alphen aan den Rijn,Netherlands,1234567,,6,0,Netherlands,HFCC
6005000,AM,For new organization,1900,2100,Multiple languages,Sofia,Bulgaria,1234567,,250,306,Bulgaria,HFCC
6010000,AM,China National Radio,1300,1605,Tibetan,Baoji,China,1234567,,100,255,China,HFCC
6010000,AM,For new organization,1700,2200,French,Sofia,Bulgaria,1234567,,250,110,Bulgaria,HFCC
6010000,AM,China National Radio,2155,2400,Tibetan,Baoji,China,1234567,,100,255,China,HFCC
6015000,AM,China National Radio,0000,0348,Kazakh,Urumqi,China,1234567,,100,0,China,HFCC
6015000,AM,Korean Broadcasting System,0400,2400,Korean,HwaSung,Korea (Rep. of),1234567,,100,0,Korea (Rep. of),HFCC
6015000,AM,China National Radio,1153,1800,Kazakh,Urumqi,China,1234567,,100,0,China,HFCC
6015000,AM,The Overcomer Ministry,1400,1600,English,Nauen,Germany,1234567,,125,115,Germany,HFCC
6020000,AM,Korean Broadcasting System,0000,2400,Korean,HwaSung,Korea (Rep. of),1234567,,10,0,Korea (Rep. of),HFCC
6020000,AM,Radio Casanova International,0600,1300,Dutch,Winterswijk,Netherlands,1234567,,1,0,Netherlands,HFCC
6020000,AM,China Radio International,1900,2000,Albanian,Shijiazhuang,China,1234567,,500,315,China,HFCC
6020000,AM,China Radio International,2000,2100,Polish,Shijiazhuang,China,1234567,,500,315,China,HFCC
6025000,AM,China National Radio,1000,1100,Tibetan,Lhasa,China,2,,100,268,China,HFCC
6025000,AM,China National Radio,2050,1805,Tibetan,Lhasa,China,1234567,,100,268,China,HFCC
6030000,AM,United States Agency for Global Media (USAGM),0100,1200,Spanish,"Greenville, NC (Site B)",United States,1234567,,250,205,United States,HFCC
6030000,AM,China National Radio,1100,1605,Chinese,Nanning,China,1234567,,100,142,China,HFCC
6030000,AM,China National Radio,2025,1805,Chinese,Beijing,China,1234567,,30,0,China,HFCC
6035000,AM,China National Radio,1000,1500,Chinese,Kunming,China,1234567,,50,225,China,HFCC
6035000,AM,Japan International Communications,1555,1700,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6035000,AM,Japan International Communications,1950,2050,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6040000,AM,Telediffusion d'Algerie,0000,0100,Standard Arabic,Ourgla,Algeria,1234567,,300,210,Algeria,HFCC
6040000,AM,Radio Delta International,0000,2400,Dutch,Elburg,Netherlands,1234567,,5,0,Netherlands,HFCC
6040000,AM,Telediffusion d'Algerie,0100,0200,Standard Arabic,Ourgla,Algeria,1234567,,300,210,Algeria,HFCC
6040000,AM,Telediffusion d'Algerie,0200,0300,Standard Arabic,Ourgla,Algeria,1234567,,300,210,Algeria,HFCC
6040000,AM,Telediffusion d'Algerie,0300,0400,Standard Arabic,Ourgla,Algeria,1234567,,300,210,Algeria,HFCC
6040000,AM,Telediffusion d'Algerie,0400,0500,Standard Arabic,Ourgla,Algeria,1234567,,300,210,Algeria,HFCC
6040000,AM,Turkish Radio-TV Corp,0400,0600,Turkish,Emirler,Turkey,1234567,,250,138,Turkey,HFCC
6040000,AM,Telediffusion d'Algerie,0500,0600,Standard Arabic,Ourgla,Algeria,1234567,,300,210,Algeria,HFCC
6040000,AM,Radio Horizon,0700,2400,Dutch,Ankum,Netherlands,1234567,,5,0,Netherlands,HFCC
6040000,AM,Japan International Communications,1300,1400,Multiple languages,Tokyo Yamata,Japan,1234567,,300,290,Japan,HFCC
6040000,AM,China Radio International,1400,1500,Standard Chinese,Xian,China,1234567,,500,190,China,HFCC
